Pitch,Duration,Concurrent_Notes,Dist_To_Highest,Dist_To_Lowest,Hand_Label
57,1.0,5,18,4,0
63,1.0,5,12,10,0
74,0.5,4,0,21,1
72,0.25,4,0,19,1
74,0.25,2,0,28,1
46,0.5,2,28,0,0
65,0.25,1,0,0,1
70,1.0,4,0,17,1
53,1.0,4,17,0,0
58,1.0,4,12,5,0
62,1.0,4,8,9,0
46,1.0,1,0,0,0
77,0.25,3,0,35,1
42,1.0,3,35,0,0
49,1.0,3,28,7,0
77,0.25,3,0,35,1
76,1.0,3,0,34,1
42,1.0,3,34,0,0
49,1.0,3,27,7,0
73,0.5,3,0,31,1
42,1.0,3,31,0,0
49,1.0,3,24,7,0
72,0.5,3,0,30,1
70,0.5,3,0,28,1
42,1.0,3,28,0,0
49,1.0,3,21,7,0
73,0.25,3,0,31,1
72,0.25,4,1,30,1
73,0.25,4,0,31,1
42,1.0,4,31,0,0
49,1.0,4,24,7,0
72,0.75,3,0,30,1
70,0.5,3,0,28,1
42,1.0,3,28,0,0
49,1.0,3,21,7,0
64,0.25,3,0,22,1
77,0.25,3,0,35,1
42,1.0,3,35,0,0
49,1.0,3,28,7,0
77,0.25,3,0,35,1
76,1.0,3,0,34,1
42,1.0,3,34,0,0
49,1.0,3,27,7,0
73,0.5,3,0,31,1
42,1.0,3,31,0,0
49,1.0,3,24,7,0
72,0.5,3,0,30,1
70,0.3333333333333333,3,0,28,1
42,1.0,3,28,0,0
49,1.0,3,21,7,0
72,0.3333333333333333,3,0,30,1
70,0.3333333333333333,3,0,28,1
64,2.0,3,0,22,1
42,1.0,3,22,0,0
49,1.0,3,15,7,0
42,1.0,3,22,0,0
49,1.0,3,15,7,0
77,0.25,3,0,35,1
42,1.0,3,35,0,0
49,1.0,3,28,7,0
77,0.25,3,0,35,1
76,1.0,3,0,34,1
42,1.0,3,34,0,0
49,1.0,3,27,7,0
73,0.5,3,0,31,1
42,1.0,3,31,0,0
49,1.0,3,24,7,0
72,0.5,3,0,30,1
70,0.5,3,0,28,1
42,1.0,3,28,0,0
49,1.0,3,21,7,0
73,0.25,3,0,31,1
72,0.25,4,1,30,1
73,0.25,4,0,31,1
42,1.0,4,31,0,0
49,1.0,4,24,7,0
72,0.25,4,1,30,1
73,0.25,4,0,31,1
72,0.25,4,1,30,1
73,0.25,4,0,31,1
72,0.25,4,1,30,1
73,0.25,4,0,31,1
70,0.5,3,0,28,1
42,1.0,3,28,0,0
49,1.0,3,21,7,0
64,0.25,3,0,22,1
77,0.25,3,0,35,1
42,1.0,3,35,0,0
49,1.0,3,28,7,0
77,0.25,3,0,35,1
76,1.0,3,0,34,1
42,1.0,3,34,0,0
49,1.0,3,27,7,0
73,0.75,3,0,31,1
42,1.0,3,31,0,0
49,1.0,3,24,7,0
72,0.25,3,0,30,1
70,0.3333333333333333,3,0,29,1
41,3.0,3,29,0,0
49,1.0,3,21,8,0
72,0.3333333333333333,3,0,31,1
70,0.3333333333333333,3,0,29,1
69,1.5,3,0,28,1
48,2.0,3,21,7,0
67,0.5,3,0,26,1
65,0.5,2,0,24,1
41,0.5,2,24,0,0
65,0.25,1,0,0,1
67,1.0,4,0,14,1
63,1.0,4,4,10,0
60,1.0,4,7,7,0
53,1.0,4,14,0,0
69,1.0,4,0,16,1
63,1.0,4,6,10,0
60,1.0,4,9,7,0
53,1.0,4,16,0,0
70,0.5,2,0,24,1
46,0.5,2,24,0,0
72,0.25,1,0,0,1
74,1.0,4,0,21,1
62,1.0,4,12,9,0
58,1.0,4,16,5,0
53,1.0,4,21,0,0
75,0.5,2,0,29,1
46,0.5,2,29,0,0
77,0.5,1,0,0,1
79,0.25,3,0,40,1
39,0.75,3,40,0,0
51,0.75,3,28,12,0
81,0.25,5,0,26,1
55,1.0,5,26,0,0
58,1.0,5,23,3,0
63,1.0,5,18,8,0
67,1.0,5,14,12,0
82,0.25,6,2,27,1
84,0.25,6,0,29,1
82,0.25,6,2,27,1
84,0.25,6,0,29,1
82,0.25,6,2,27,1
84,0.25,6,0,29,1
82,0.25,2,2,0,1
84,0.25,2,0,2,1
81,0.5,1,0,0,1
79,0.3333333333333333,1,0,0,1
77,0.25,3,5,0,1
82,0.25,3,0,5,1
46,0.5,1,0,0,0
82,0.25,1,0,0,1
74,1.75,4,0,21,1
62,1.0,4,12,9,0
58,1.0,4,16,5,0
53,1.0,4,21,0,0
62,1.0,4,12,9,0
58,1.0,4,16,5,0
53,1.0,4,21,0,0
75,0.25,5,4,22,1
79,0.25,5,0,26,1
41,0.5,1,0,0,0
79,0.25,1,0,0,1
69,1.75,4,0,16,1
63,1.0,4,6,10,0
60,1.0,4,9,7,0
53,1.0,4,16,0,0
63,1.0,4,6,10,0
60,1.0,4,9,7,0
53,1.0,4,16,0,0
70,0.25,5,4,17,1
74,0.25,5,0,21,1
46,0.5,1,0,0,0
74,0.25,1,0,0,1
64,2.0,4,0,11,1
62,1.0,4,2,9,0
58,1.0,4,6,5,0
53,1.0,4,11,0,0
62,1.0,4,2,9,0
58,1.0,4,6,5,0
53,1.0,4,11,0,0
65,0.25,2,0,24,1
41,0.5,2,24,0,0
69,0.25,1,0,0,1
72,0.5,3,0,19,1
53,1.0,3,19,0,0
63,1.0,3,9,10,0
75,0.5,3,0,22,1
79,0.75,4,0,26,1
53,1.0,4,26,0,0
57,1.0,4,22,4,0
63,1.0,4,16,10,0
77,0.25,5,0,24,1
77,0.25,5,0,24,1
86,0.25,2,0,40,1
46,0.5,2,40,0,0
84,0.25,1,0,0,1
82,0.25,5,2,29,1
84,0.25,5,0,31,1
53,1.0,5,31,0,0
58,1.0,5,26,5,0
62,1.0,5,22,9,0
82,0.25,4,0,29,1
79,0.5,4,0,26,1
77,1.0,4,0,24,1
53,1.0,4,24,0,0
58,1.0,4,19,5,0
62,1.0,4,15,9,0
79,0.25,6,3,26,1
82,0.25,6,0,29,1
46,0.5,1,0,0,0
82,0.25,1,0,0,1
69,1.75,4,0,16,1
63,1.0,4,6,10,0
60,1.0,4,9,7,0
53,1.0,4,16,0,0
63,1.0,4,6,10,0
60,1.0,4,9,7,0
53,1.0,4,16,0,0
70,0.25,5,4,17,1
74,0.25,5,0,21,1
77,0.25,2,0,31,1
46,0.5,2,31,0,0
77,0.25,1,0,0,1
64,2.0,4,0,11,1
62,1.0,4,2,9,0
58,1.0,4,6,5,0
53,1.0,4,11,0,0
62,1.0,4,2,9,0
58,1.0,4,6,5,0
53,1.0,4,11,0,0
65,0.25,2,0,24,1
41,0.5,2,24,0,0
69,0.25,1,0,0,1
72,0.5,3,0,19,1
53,1.0,3,19,0,0
63,1.0,3,9,10,0
75,0.5,3,0,22,1
74,0.25,5,1,21,1
75,0.25,5,0,22,1
53,1.0,5,22,0,0
57,1.0,5,18,4,0
63,1.0,5,12,10,0
74,0.5,4,0,21,1
72,0.25,4,0,19,1
74,0.5,2,0,28,1
46,1.0,2,28,0,0
65,0.5,2,0,19,1
70,2.0,5,12,24,1
82,2.0,5,0,36,1
46,2.0,5,36,0,0
53,2.0,5,29,7,0
62,2.0,5,20,16,0
76,0.25,3,0,40,1
36,1.0,3,40,0,0
48,1.0,3,28,12,0
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,5,0,33,1
88,0.25,5,0,33,1
64,1.0,5,24,9,0
60,1.0,5,28,5,0
55,1.0,5,33,0,0
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,4,0,45,1
64,1.0,4,36,9,0
60,1.0,4,40,5,0
55,1.0,4,45,0,0
76,0.5,4,0,21,1
79,0.25,3,0,43,1
36,1.0,3,43,0,0
48,1.0,3,31,12,0
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,4,1,52,1
89,0.25,4,0,53,1
91,0.25,5,0,36,1
91,0.25,5,0,36,1
64,1.0,5,27,9,0
60,1.0,5,31,5,0
55,1.0,5,36,0,0
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,5,1,45,1
101,0.25,5,0,46,1
103,0.25,4,0,48,1
64,1.0,4,39,9,0
60,1.0,4,43,5,0
55,1.0,4,48,0,0
72,0.5,4,0,17,1
74,0.25,3,0,43,1
31,1.0,3,43,0,0
43,1.0,3,31,12,0
76,0.25,4,1,45,1
77,0.25,4,0,46,1
79,0.25,4,2,48,1
81,0.25,4,0,50,1
83,0.25,4,1,52,1
84,0.25,4,0,53,1
86,0.25,5,0,31,1
86,0.25,5,0,31,1
65,1.0,5,21,10,0
59,1.0,5,27,4,0
55,1.0,5,31,0,0
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,5,2,36,1
93,0.25,5,0,38,1
95,0.25,5,1,40,1
96,0.25,5,0,41,1
98,0.25,4,0,43,1
65,1.0,4,33,10,0
59,1.0,4,39,4,0
55,1.0,4,43,0,0
76,0.5,4,0,21,1
72,0.25,3,0,36,1
36,1.0,3,36,0,0
48,1.0,3,24,12,0
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,5,0,29,1
84,0.25,5,0,29,1
64,1.0,5,20,9,0
60,1.0,5,24,5,0
55,1.0,5,29,0,0
86,0.25,5,2,31,1
88,0.25,5,0,33,1
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,4,0,41,1
64,1.0,4,32,9,0
60,1.0,4,36,5,0
55,1.0,4,41,0,0
72,0.5,4,0,17,1
69,0.25,3,0,33,1
36,1.0,3,33,0,0
48,1.0,3,21,12,0
71,0.25,4,1,35,1
72,0.25,4,0,36,1
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,5,0,24,1
81,0.25,5,0,24,1
65,1.0,5,16,8,0
60,1.0,5,21,3,0
57,1.0,5,24,0,0
83,0.25,5,1,26,1
84,0.25,5,0,27,1
86,0.25,5,2,29,1
88,0.25,5,0,31,1
89,0.25,5,2,32,1
91,0.25,5,0,34,1
93,0.25,4,0,36,1
65,1.0,4,28,8,0
60,1.0,4,33,3,0
57,1.0,4,36,0,0
72,0.5,4,0,15,1
67,0.25,3,0,31,1
36,1.0,3,31,0,0
48,1.0,3,19,12,0
69,0.25,4,2,33,1
71,0.25,4,0,35,1
72,0.25,4,2,36,1
74,0.25,4,0,38,1
76,0.25,4,1,40,1
77,0.25,4,0,41,1
79,0.25,5,0,24,1
79,0.25,5,0,24,1
64,1.0,5,15,9,0
60,1.0,5,19,5,0
55,1.0,5,24,0,0
81,0.25,5,2,26,1
83,0.25,5,0,28,1
84,0.25,5,2,29,1
86,0.25,5,0,31,1
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,4,0,36,1
64,1.0,4,27,9,0
60,1.0,4,31,5,0
55,1.0,4,36,0,0
72,0.5,4,0,17,1
74,0.25,3,0,43,1
31,1.0,3,43,0,0
43,1.0,3,31,12,0
76,0.25,4,1,45,1
77,0.25,4,0,46,1
79,0.25,4,2,48,1
81,0.25,4,0,50,1
83,0.25,4,1,52,1
84,0.25,4,0,53,1
86,0.25,5,0,31,1
86,0.25,5,0,31,1
65,1.0,5,21,10,0
59,1.0,5,27,4,0
55,1.0,5,31,0,0
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,5,2,36,1
93,0.25,5,0,38,1
95,0.25,5,1,40,1
96,0.25,5,0,41,1
98,0.25,4,0,43,1
65,1.0,4,33,10,0
59,1.0,4,39,4,0
55,1.0,4,43,0,0
76,0.5,4,0,21,1
72,0.25,3,0,36,1
36,1.0,3,36,0,0
48,1.0,3,24,12,0
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,5,0,29,1
84,0.25,5,0,29,1
64,1.0,5,20,9,0
60,1.0,5,24,5,0
55,1.0,5,29,0,0
86,0.25,5,2,31,1
88,0.25,5,0,33,1
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,4,0,41,1
64,1.0,4,32,9,0
60,1.0,4,36,5,0
55,1.0,4,41,0,0
76,0.25,3,0,40,1
36,1.0,3,40,0,0
48,1.0,3,28,12,0
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,5,0,33,1
88,0.25,5,0,33,1
64,1.0,5,24,9,0
60,1.0,5,28,5,0
55,1.0,5,33,0,0
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,4,0,45,1
64,1.0,4,36,9,0
60,1.0,4,40,5,0
55,1.0,4,45,0,0
76,0.5,4,0,21,1
79,0.25,3,0,43,1
36,1.0,3,43,0,0
48,1.0,3,31,12,0
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,4,1,52,1
89,0.25,4,0,53,1
91,0.25,5,0,36,1
91,0.25,5,0,36,1
64,1.0,5,27,9,0
60,1.0,5,31,5,0
55,1.0,5,36,0,0
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,5,1,45,1
101,0.25,5,0,46,1
103,0.25,4,0,48,1
64,1.0,4,39,9,0
60,1.0,4,43,5,0
55,1.0,4,48,0,0
72,0.5,4,0,17,1
74,0.25,3,0,43,1
31,1.0,3,43,0,0
43,1.0,3,31,12,0
76,0.25,4,1,45,1
77,0.25,4,0,46,1
79,0.25,4,2,48,1
81,0.25,4,0,50,1
83,0.25,4,1,52,1
84,0.25,4,0,53,1
86,0.25,5,0,31,1
86,0.25,5,0,31,1
65,1.0,5,21,10,0
59,1.0,5,27,4,0
55,1.0,5,31,0,0
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,5,2,36,1
93,0.25,5,0,38,1
95,0.25,5,1,40,1
96,0.25,5,0,41,1
98,0.25,4,0,43,1
65,1.0,4,33,10,0
59,1.0,4,39,4,0
55,1.0,4,43,0,0
76,0.5,4,0,21,1
72,0.25,3,0,36,1
36,1.0,3,36,0,0
48,1.0,3,24,12,0
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,5,0,29,1
84,0.25,5,0,29,1
64,1.0,5,20,9,0
60,1.0,5,24,5,0
55,1.0,5,29,0,0
86,0.25,5,2,31,1
88,0.25,5,0,33,1
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,4,0,41,1
64,1.0,4,32,9,0
60,1.0,4,36,5,0
55,1.0,4,41,0,0
72,0.5,4,0,17,1
69,0.25,3,0,33,1
36,1.0,3,33,0,0
48,1.0,3,21,12,0
71,0.25,4,1,35,1
72,0.25,4,0,36,1
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,5,0,24,1
81,0.25,5,0,24,1
65,1.0,5,16,8,0
60,1.0,5,21,3,0
57,1.0,5,24,0,0
83,0.25,5,1,26,1
84,0.25,5,0,27,1
86,0.25,5,2,29,1
88,0.25,5,0,31,1
89,0.25,5,2,32,1
91,0.25,5,0,34,1
93,0.25,4,0,36,1
65,1.0,4,28,8,0
60,1.0,4,33,3,0
57,1.0,4,36,0,0
72,0.5,4,0,15,1
67,0.25,3,0,31,1
36,1.0,3,31,0,0
48,1.0,3,19,12,0
69,0.25,4,2,33,1
71,0.25,4,0,35,1
72,0.25,4,2,36,1
74,0.25,4,0,38,1
76,0.25,4,1,40,1
77,0.25,4,0,41,1
79,0.25,5,0,24,1
79,0.25,5,0,24,1
64,1.0,5,15,9,0
60,1.0,5,19,5,0
55,1.0,5,24,0,0
81,0.25,5,2,26,1
83,0.25,5,0,28,1
84,0.25,5,2,29,1
86,0.25,5,0,31,1
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,4,0,36,1
64,1.0,4,27,9,0
60,1.0,4,31,5,0
55,1.0,4,36,0,0
72,0.5,4,0,17,1
74,0.25,3,0,43,1
31,1.0,3,43,0,0
43,1.0,3,31,12,0
76,0.25,4,1,45,1
77,0.25,4,0,46,1
79,0.25,4,2,48,1
81,0.25,4,0,50,1
83,0.25,4,1,52,1
84,0.25,4,0,53,1
86,0.25,5,0,31,1
86,0.25,5,0,31,1
65,1.0,5,21,10,0
59,1.0,5,27,4,0
55,1.0,5,31,0,0
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,5,2,36,1
93,0.25,5,0,38,1
95,0.25,5,1,40,1
96,0.25,5,0,41,1
98,0.25,4,0,43,1
65,1.0,4,33,10,0
59,1.0,4,39,4,0
55,1.0,4,43,0,0
76,0.5,4,0,21,1
72,0.25,3,0,36,1
36,1.0,3,36,0,0
48,1.0,3,24,12,0
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,5,0,29,1
84,0.25,5,0,29,1
64,1.0,5,20,9,0
60,1.0,5,24,5,0
55,1.0,5,29,0,0
86,0.25,5,2,31,1
88,0.25,5,0,33,1
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,4,0,41,1
64,1.0,4,32,9,0
60,1.0,4,36,5,0
55,1.0,4,41,0,0
74,0.25,5,12,19,1
86,0.25,5,0,31,1
43,1.0,1,0,0,0
84,0.25,3,0,41,1
83,0.25,3,1,40,1
81,0.25,3,0,38,1
79,0.25,3,2,36,1
78,0.25,3,0,35,1
76,0.25,3,2,33,1
74,0.25,5,0,24,1
74,0.25,5,0,24,1
59,1.0,5,15,9,0
55,1.0,5,19,5,0
50,1.0,5,24,0,0
72,0.25,5,0,22,1
71,0.25,5,1,21,1
69,0.25,5,0,19,1
67,0.25,5,2,17,1
66,0.25,5,0,16,1
64,0.25,5,2,14,1
62,0.25,4,0,12,1
59,1.0,4,3,9,0
55,1.0,4,7,5,0
50,1.0,4,12,0,0
83,0.5,4,0,33,1
91,0.25,2,0,48,1
43,1.0,2,48,0,0
90,0.25,3,0,47,1
88,0.25,3,2,45,1
86,0.25,3,0,43,1
84,0.25,3,2,41,1
83,0.25,3,0,40,1
81,0.25,3,2,38,1
79,0.25,5,0,29,1
79,0.25,5,0,29,1
59,1.0,5,20,9,0
55,1.0,5,24,5,0
50,1.0,5,29,0,0
78,0.25,5,0,28,1
76,0.25,5,2,26,1
74,0.25,5,0,24,1
72,0.25,5,2,22,1
71,0.25,5,0,21,1
69,0.25,5,2,19,1
67,0.25,4,0,17,1
59,1.0,4,8,9,0
55,1.0,4,12,5,0
50,1.0,4,17,0,0
83,0.3333333333333333,4,0,33,1
74,0.25,6,12,24,1
86,0.25,6,0,36,1
38,1.0,2,12,0,0
50,1.0,2,0,12,0
84,0.25,4,0,46,1
83,0.25,4,1,45,1
81,0.25,4,0,43,1
79,0.25,4,2,41,1
78,0.25,4,0,40,1
76,0.25,4,2,38,1
74,0.25,5,0,24,1
74,0.25,5,0,24,1
60,1.0,5,14,10,0
54,1.0,5,20,4,0
50,1.0,5,24,0,0
72,0.25,5,0,22,1
71,0.25,5,1,21,1
69,0.25,5,0,19,1
67,0.25,5,2,17,1
66,0.25,5,0,16,1
64,0.25,5,2,14,1
62,0.25,4,0,12,1
60,1.0,4,2,10,0
54,1.0,4,8,4,0
50,1.0,4,12,0,0
81,0.5,4,0,31,1
83,0.25,2,0,40,1
43,1.0,2,40,0,0
84,0.25,3,2,41,1
86,0.25,3,0,43,1
88,0.25,3,2,45,1
90,0.25,3,0,47,1
91,0.25,3,2,48,1
93,0.25,3,0,50,1
95,0.25,5,0,45,1
79,0.25,5,16,29,1
59,1.0,5,36,9,0
55,1.0,5,40,5,0
50,1.0,5,45,0,0
81,0.25,5,2,31,1
83,0.25,5,0,33,1
84,0.25,5,2,34,1
86,0.25,5,0,36,1
88,0.25,5,2,38,1
90,0.25,5,0,40,1
91,0.25,5,0,41,1
74,0.25,5,17,24,1
59,1.0,5,32,9,0
55,1.0,5,36,5,0
50,1.0,5,41,0,0
76,0.25,5,2,26,1
78,0.25,5,0,28,1
79,0.25,5,2,29,1
81,0.25,5,0,31,1
83,0.25,5,1,33,1
84,0.25,5,0,34,1
86,0.25,2,0,43,1
43,1.0,2,43,0,0
84,0.25,3,0,41,1
83,0.25,3,1,40,1
81,0.25,3,0,38,1
79,0.25,3,2,36,1
78,0.25,3,0,35,1
76,0.25,3,2,33,1
74,0.25,5,0,24,1
74,0.25,5,0,24,1
59,1.0,5,15,9,0
55,1.0,5,19,5,0
50,1.0,5,24,0,0
72,0.25,5,0,22,1
71,0.25,5,1,21,1
69,0.25,5,0,19,1
67,0.25,5,2,17,1
66,0.25,5,0,16,1
64,0.25,5,2,14,1
62,0.25,4,0,12,1
59,1.0,4,3,9,0
55,1.0,4,7,5,0
50,1.0,4,12,0,0
83,0.5,4,0,33,1
95,0.3333333333333333,3,0,52,1
93,0.3333333333333333,3,2,50,1
43,1.0,3,52,0,0
91,0.3333333333333333,3,0,48,1
90,0.3333333333333333,3,1,47,1
88,0.25,3,0,45,1
86,0.25,3,2,43,1
84,0.25,5,4,41,1
83,0.25,5,5,40,1
83,0.3333333333333333,5,0,33,1
81,0.3333333333333333,5,2,31,1
59,1.0,5,24,9,0
55,1.0,5,28,5,0
50,1.0,5,33,0,0
79,0.3333333333333333,5,0,29,1
78,0.3333333333333333,5,1,28,1
76,0.25,5,0,26,1
74,0.25,5,2,24,1
72,0.25,7,4,22,1
71,0.25,7,5,21,1
59,1.0,3,0,9,0
55,1.0,3,4,5,0
50,1.0,3,9,0,0
83,0.3333333333333333,4,0,33,1
74,0.25,6,12,24,1
86,0.25,6,0,36,1
38,1.0,2,12,0,0
50,1.0,2,0,12,0
84,0.25,4,0,46,1
83,0.25,4,1,45,1
81,0.25,4,0,43,1
79,0.25,4,2,41,1
78,0.25,4,0,40,1
76,0.25,4,2,38,1
74,0.25,5,0,24,1
74,0.25,5,0,24,1
60,1.0,5,14,10,0
54,1.0,5,20,4,0
50,1.0,5,24,0,0
72,0.25,5,0,22,1
71,0.25,5,1,21,1
69,0.25,5,0,19,1
67,0.25,5,2,17,1
66,0.25,5,0,16,1
64,0.25,5,2,14,1
62,0.25,4,0,12,1
60,1.0,4,2,10,0
54,1.0,4,8,4,0
50,1.0,4,12,0,0
81,0.3333333333333333,4,0,31,1
83,0.25,6,0,33,1
79,0.25,6,4,29,1
59,0.25,2,0,4,0
55,0.25,2,4,0,0
55,0.25,4,2,12,1
57,0.25,4,0,14,1
43,0.25,4,14,0,0
45,0.25,4,12,2,0
59,0.25,4,1,12,1
60,0.25,4,0,13,1
47,0.25,4,13,0,0
48,0.25,4,12,1,0
62,0.25,4,2,12,1
64,0.25,4,0,14,1
50,0.25,4,14,0,0
52,0.25,4,12,2,0
65,0.25,2,0,12,1
53,0.25,2,12,0,0
67,0.25,4,2,12,1
69,0.25,4,0,14,1
55,0.25,4,14,0,0
57,0.25,4,12,2,0
71,0.25,4,1,12,1
72,0.25,4,0,13,1
59,0.25,4,13,0,0
60,0.25,4,12,1,0
74,0.25,4,2,12,1
76,0.25,4,0,14,1
62,0.25,4,14,0,0
64,0.25,4,12,2,0
77,0.25,2,0,12,1
65,0.25,2,12,0,0
67,0.25,2,2,0,1
69,0.25,2,0,2,1
71,0.25,2,1,0,1
72,0.25,2,0,1,1
74,0.25,2,1,0,1
75,0.25,2,0,1,1
76,0.25,3,0,40,1
36,1.0,3,40,0,0
48,1.0,3,28,12,0
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,5,0,33,1
88,0.25,5,0,33,1
64,1.0,5,24,9,0
60,1.0,5,28,5,0
55,1.0,5,33,0,0
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,4,0,45,1
64,1.0,4,36,9,0
60,1.0,4,40,5,0
55,1.0,4,45,0,0
76,0.5,4,0,21,1
79,0.25,3,0,43,1
36,1.0,3,43,0,0
48,1.0,3,31,12,0
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,4,2,48,1
86,0.25,4,0,50,1
88,0.25,4,1,52,1
89,0.25,4,0,53,1
91,0.25,5,0,36,1
91,0.25,5,0,36,1
64,1.0,5,27,9,0
60,1.0,5,31,5,0
55,1.0,5,36,0,0
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,5,2,41,1
98,0.25,5,0,43,1
100,0.25,5,1,45,1
101,0.25,5,0,46,1
103,0.25,4,0,48,1
64,1.0,4,39,9,0
60,1.0,4,43,5,0
55,1.0,4,48,0,0
72,0.5,4,0,17,1
74,0.25,3,0,43,1
31,1.0,3,43,0,0
43,1.0,3,31,12,0
76,0.25,4,1,45,1
77,0.25,4,0,46,1
79,0.25,4,2,48,1
81,0.25,4,0,50,1
83,0.25,4,1,52,1
84,0.25,4,0,53,1
86,0.25,5,0,31,1
86,0.25,5,0,31,1
65,1.0,5,21,10,0
59,1.0,5,27,4,0
55,1.0,5,31,0,0
88,0.25,5,1,33,1
89,0.25,5,0,34,1
91,0.25,5,2,36,1
93,0.25,5,0,38,1
95,0.25,5,1,40,1
96,0.25,5,0,41,1
98,0.25,4,0,43,1
65,1.0,4,33,10,0
59,1.0,4,39,4,0
55,1.0,4,43,0,0
76,0.5,4,0,21,1
72,0.25,3,0,36,1
36,1.0,3,36,0,0
48,1.0,3,24,12,0
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,4,2,45,1
83,0.25,4,0,47,1
84,0.25,5,0,29,1
84,0.25,5,0,29,1
64,1.0,5,20,9,0
60,1.0,5,24,5,0
55,1.0,5,29,0,0
86,0.25,5,2,31,1
88,0.25,5,0,33,1
89,0.25,5,2,34,1
91,0.25,5,0,36,1
93,0.25,5,2,38,1
95,0.25,5,0,40,1
96,0.25,4,0,41,1
64,1.0,4,32,9,0
60,1.0,4,36,5,0
55,1.0,4,41,0,0
72,0.5,4,0,17,1
69,0.25,3,0,33,1
36,1.0,3,33,0,0
48,1.0,3,21,12,0
71,0.25,4,1,35,1
72,0.25,4,0,36,1
74,0.25,4,2,38,1
76,0.25,4,0,40,1
77,0.25,4,2,41,1
79,0.25,4,0,43,1
81,0.25,5,0,24,1
81,0.25,5,0,24,1
65,1.0,5,16,8,0
60,1.0,5,21,3,0
57,1.0,5,24,0,0
83,0.25,5,1,26,1
84,0.25,5,0,27,1
86,0.25,5,2,29,1
88,0.25,5,0,31,1
89,0.25,5,2,32,1
91,0.25,5,0,34,1
93,0.25,4,0,36,1
65,1.0,4,28,8,0
60,1.0,4,33,3,0
57,1.0,4,36,0,0
72,0.5,4,0,15,1
67,0.25,3,0,31,1
